#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   987    0.98775E+03   -0.89417E+01    0.23602E-08   -0.89417E+01    0.41375E+02    0.66197E-09    0.23602E-08    0.66197E-09    0.51916E-14
   988    0.98437E+03   -0.10371E+02    0.23202E-08   -0.10371E+02    0.41377E+02    0.66114E-09    0.23202E-08    0.66114E-09    0.51709E-14
   989    0.98112E+03   -0.11797E+02    0.22806E-08   -0.11797E+02    0.41372E+02    0.66025E-09    0.22806E-08    0.66025E-09    0.51504E-14
   990    0.97803E+03   -0.13223E+02    0.22413E-08   -0.13223E+02    0.41364E+02    0.65930E-09    0.22413E-08    0.65930E-09    0.51299E-14
   991    0.97507E+03   -0.14645E+02    0.22024E-08   -0.14645E+02    0.41347E+02    0.65829E-09    0.22024E-08    0.65829E-09    0.51095E-14
   992    0.97226E+03   -0.16064E+02    0.21638E-08   -0.16064E+02    0.41324E+02    0.65721E-09    0.21638E-08    0.65721E-09    0.50892E-14
   993    0.96951E+03   -0.17480E+02    0.21256E-08   -0.17480E+02    0.41294E+02    0.65608E-09    0.21256E-08    0.65608E-09    0.50691E-14
   994    0.96698E+03   -0.18890E+02    0.20877E-08   -0.18890E+02    0.41260E+02    0.65488E-09    0.20877E-08    0.65488E-09    0.50490E-14
   995    0.96467E+03   -0.20296E+02    0.20502E-08   -0.20296E+02    0.41220E+02    0.65363E-09    0.20502E-08    0.65363E-09    0.50290E-14
   996    0.96242E+03   -0.21696E+02    0.20130E-08   -0.21696E+02    0.41171E+02    0.65231E-09    0.20130E-08    0.65231E-09    0.50091E-14
   997    0.96031E+03   -0.23090E+02    0.19761E-08   -0.23090E+02    0.41119E+02    0.65094E-09    0.19761E-08    0.65094E-09    0.49893E-14
   998    0.95835E+03   -0.24477E+02    0.19396E-08   -0.24477E+02    0.41060E+02    0.64951E-09    0.19396E-08    0.64951E-09    0.49696E-14
   999    0.95652E+03   -0.25856E+02    0.19035E-08   -0.25856E+02    0.40996E+02    0.64802E-09    0.19035E-08    0.64802E-09    0.49499E-14
  1000    0.95484E+03   -0.27229E+02    0.18677E-08   -0.27229E+02    0.40926E+02    0.64648E-09    0.18677E-08    0.64648E-09    0.49304E-14
  1001    0.95330E+03   -0.28592E+02    0.18323E-08   -0.28592E+02    0.40850E+02    0.64488E-09    0.18323E-08    0.64488E-09    0.49110E-14
  1002    0.95182E+03   -0.29946E+02    0.17972E-08   -0.29946E+02    0.40767E+02    0.64322E-09    0.17972E-08    0.64322E-09    0.48916E-14
  1003    0.95056E+03   -0.31291E+02    0.17625E-08   -0.31291E+02    0.40679E+02    0.64151E-09    0.17625E-08    0.64151E-09    0.48724E-14
  1004    0.94944E+03   -0.32626E+02    0.17281E-08   -0.32626E+02    0.40585E+02    0.63974E-09    0.17281E-08    0.63974E-09    0.48532E-14
  1005    0.94853E+03   -0.33949E+02    0.16941E-08   -0.33949E+02    0.40486E+02    0.63792E-09    0.16941E-08    0.63792E-09    0.48341E-14
  1006    0.94769E+03   -0.35263E+02    0.16605E-08   -0.35263E+02    0.40380E+02    0.63605E-09    0.16605E-08    0.63605E-09    0.48152E-14
  1007    0.94692E+03   -0.36564E+02    0.16271E-08   -0.36564E+02    0.40269E+02    0.63412E-09    0.16271E-08    0.63412E-09    0.47963E-14
  1008    0.94606E+03   -0.37854E+02    0.15942E-08   -0.37854E+02    0.40152E+02    0.63214E-09    0.15942E-08    0.63214E-09    0.47775E-14
  1009    0.94557E+03   -0.39131E+02    0.15616E-08   -0.39131E+02    0.40030E+02    0.63010E-09    0.15616E-08    0.63010E-09    0.47587E-14
  1010    0.94522E+03   -0.40395E+02    0.15293E-08   -0.40395E+02    0.39903E+02    0.62802E-09    0.15293E-08    0.62802E-09    0.47401E-14
  1011    0.94493E+03   -0.41646E+02    0.14974E-08   -0.41646E+02    0.39771E+02    0.62588E-09    0.14974E-08    0.62588E-09    0.47216E-14
  1012    0.94478E+03   -0.42884E+02    0.14658E-08   -0.42884E+02    0.39633E+02    0.62369E-09    0.14658E-08    0.62369E-09    0.47031E-14
  1013    0.94478E+03   -0.44107E+02    0.14346E-08   -0.44107E+02    0.39490E+02    0.62145E-09    0.14346E-08    0.62145E-09    0.46847E-14
  1014    0.94491E+03   -0.45316E+02    0.14038E-08   -0.45316E+02    0.39342E+02    0.61916E-09    0.14038E-08    0.61916E-09    0.46665E-14
  1015    0.94504E+03   -0.46509E+02    0.13733E-08   -0.46509E+02    0.39189E+02    0.61682E-09    0.13733E-08    0.61682E-09    0.46483E-14
  1016    0.94538E+03   -0.47688E+02    0.13431E-08   -0.47688E+02    0.39030E+02    0.61443E-09    0.13431E-08    0.61443E-09    0.46301E-14
  1017    0.94586E+03   -0.48851E+02    0.13133E-08   -0.48851E+02    0.38867E+02    0.61199E-09    0.13133E-08    0.61199E-09    0.46121E-14
  1018    0.94641E+03   -0.49997E+02    0.12838E-08   -0.49997E+02    0.38698E+02    0.60950E-09    0.12838E-08    0.60950E-09    0.45942E-14
  1019    0.94702E+03   -0.51128E+02    0.12547E-08   -0.51128E+02    0.38525E+02    0.60697E-09    0.12547E-08    0.60697E-09    0.45763E-14
  1020    0.94785E+03   -0.52241E+02    0.12259E-08   -0.52241E+02    0.38346E+02    0.60438E-09    0.12259E-08    0.60438E-09    0.45585E-14
  1021    0.94874E+03   -0.53337E+02    0.11975E-08   -0.53337E+02    0.38162E+02    0.60175E-09    0.11975E-08    0.60175E-09    0.45408E-14
  1022    0.94970E+03   -0.54416E+02    0.11694E-08   -0.54416E+02    0.37975E+02    0.59907E-09    0.11694E-08    0.59907E-09    0.45232E-14
  1023    0.95080E+03   -0.55474E+02    0.11417E-08   -0.55474E+02    0.37782E+02    0.59635E-09    0.11417E-08    0.59635E-09    0.45057E-14
  1024    0.95197E+03   -0.56515E+02    0.11143E-08   -0.56515E+02    0.37584E+02    0.59358E-09    0.11143E-08    0.59358E-09    0.44882E-14
  1025    0.95320E+03   -0.57534E+02    0.10873E-08   -0.57534E+02    0.37383E+02    0.59076E-09    0.10873E-08    0.59076E-09    0.44709E-14
  1026    0.95479E+03   -0.58536E+02    0.10606E-08   -0.58536E+02    0.37176E+02    0.58790E-09    0.10606E-08    0.58790E-09    0.44536E-14
  1027    0.95623E+03   -0.59518E+02    0.10342E-08   -0.59518E+02    0.36967E+02    0.58499E-09    0.10342E-08    0.58499E-09    0.44364E-14
  1028    0.95773E+03   -0.60479E+02    0.10082E-08   -0.60479E+02    0.36753E+02    0.58204E-09    0.10082E-08    0.58204E-09    0.44193E-14
  1029    0.95937E+03   -0.61421E+02    0.98253E-09   -0.61421E+02    0.36534E+02    0.57905E-09    0.98253E-09    0.57905E-09    0.44022E-14
  1030    0.96108E+03   -0.62342E+02    0.95721E-09   -0.62342E+02    0.36312E+02    0.57601E-09    0.95721E-09    0.57601E-09    0.43852E-14
  1031    0.96271E+03   -0.63240E+02    0.93223E-09   -0.63240E+02    0.36086E+02    0.57293E-09    0.93223E-09    0.57293E-09    0.43684E-14
  1032    0.96462E+03   -0.64121E+02    0.90760E-09   -0.64121E+02    0.35854E+02    0.56980E-09    0.90760E-09    0.56980E-09    0.43515E-14
  1033    0.96653E+03   -0.64980E+02    0.88330E-09   -0.64980E+02    0.35620E+02    0.56664E-09    0.88330E-09    0.56664E-09    0.43348E-14
  1034    0.96865E+03   -0.65817E+02    0.85935E-09   -0.65817E+02    0.35384E+02    0.56343E-09    0.85935E-09    0.56343E-09    0.43182E-14
  1035    0.97076E+03   -0.66632E+02    0.83575E-09   -0.66632E+02    0.35143E+02    0.56018E-09    0.83575E-09    0.56018E-09    0.43016E-14
  1036    0.97294E+03   -0.67426E+02    0.81248E-09   -0.67426E+02    0.34897E+02    0.55689E-09    0.81248E-09    0.55689E-09    0.42851E-14
  1037    0.97518E+03   -0.68198E+02    0.78956E-09   -0.68198E+02    0.34650E+02    0.55356E-09    0.78956E-09    0.55356E-09    0.42687E-14
  1038    0.97757E+03   -0.68947E+02    0.76697E-09   -0.68947E+02    0.34399E+02    0.55019E-09    0.76697E-09    0.55019E-09    0.42523E-14
  1039    0.98001E+03   -0.69671E+02    0.74473E-09   -0.69671E+02    0.34145E+02    0.54678E-09    0.74473E-09    0.54678E-09    0.42360E-14
  1040    0.98238E+03   -0.70374E+02    0.72283E-09   -0.70374E+02    0.33887E+02    0.54334E-09    0.72283E-09    0.54334E-09    0.42198E-14
  1041    0.98496E+03   -0.71051E+02    0.70126E-09   -0.71051E+02    0.33628E+02    0.53985E-09    0.70126E-09    0.53985E-09    0.42037E-14
  1042    0.98753E+03   -0.71707E+02    0.68004E-09   -0.71707E+02    0.33365E+02    0.53632E-09    0.68004E-09    0.53632E-09    0.41877E-14
  1043    0.99017E+03   -0.72337E+02    0.65916E-09   -0.72337E+02    0.33099E+02    0.53276E-09    0.65916E-09    0.53276E-09    0.41717E-14
  1044    0.99294E+03   -0.72945E+02    0.63861E-09   -0.72945E+02    0.32830E+02    0.52916E-09    0.63861E-09    0.52916E-09    0.41558E-14
  1045    0.99564E+03   -0.73531E+02    0.61841E-09   -0.73531E+02    0.32561E+02    0.52552E-09    0.61841E-09    0.52552E-09    0.41399E-14
  1046    0.99847E+03   -0.74088E+02    0.59854E-09   -0.74088E+02    0.32288E+02    0.52185E-09    0.59854E-09    0.52185E-09    0.41242E-14
  1047    0.10014E+04   -0.74630E+02    0.57901E-09   -0.74630E+02    0.32012E+02    0.51814E-09    0.57901E-09    0.51814E-09    0.41085E-14
  1048    0.10042E+04   -0.75144E+02    0.55981E-09   -0.75144E+02    0.31734E+02    0.51440E-09    0.55981E-09    0.51440E-09    0.40929E-14
  1049    0.10071E+04   -0.75628E+02    0.54096E-09   -0.75628E+02    0.31455E+02    0.51062E-09    0.54096E-09    0.51062E-09    0.40773E-14
  1050    0.10101E+04   -0.76090E+02    0.52244E-09   -0.76090E+02    0.31174E+02    0.50680E-09    0.52244E-09    0.50680E-09    0.40619E-14
  1051    0.10131E+04   -0.76530E+02    0.50426E-09   -0.76530E+02    0.30890E+02    0.50295E-09    0.50426E-09    0.50295E-09    0.40464E-14
  1052    0.10162E+04   -0.76942E+02    0.48641E-09   -0.76942E+02    0.30605E+02    0.49907E-09    0.48641E-09    0.49907E-09    0.40311E-14
  1053    0.10192E+04   -0.77332E+02    0.46889E-09   -0.77332E+02    0.30318E+02    0.49515E-09    0.46889E-09    0.49515E-09    0.40158E-14
  1054    0.10222E+04   -0.77700E+02    0.45171E-09   -0.77700E+02    0.30030E+02    0.49121E-09    0.45171E-09    0.49121E-09    0.40007E-14
  1055    0.10253E+04   -0.78039E+02    0.43485E-09   -0.78039E+02    0.29741E+02    0.48723E-09    0.43485E-09    0.48723E-09    0.39855E-14
  1056    0.10284E+04   -0.78356E+02    0.41831E-09   -0.78356E+02    0.29451E+02    0.48322E-09    0.41831E-09    0.48322E-09    0.39705E-14
  1057    0.10316E+04   -0.78645E+02    0.40210E-09   -0.78645E+02    0.29159E+02    0.47918E-09    0.40210E-09    0.47918E-09    0.39555E-14
  1058    0.10349E+04   -0.78912E+02    0.38622E-09   -0.78912E+02    0.28867E+02    0.47511E-09    0.38622E-09    0.47511E-09    0.39405E-14
  1059    0.10382E+04   -0.79150E+02    0.37065E-09   -0.79150E+02    0.28573E+02    0.47101E-09    0.37065E-09    0.47101E-09    0.39257E-14
  1060    0.10414E+04   -0.79367E+02    0.35540E-09   -0.79367E+02    0.28279E+02    0.46688E-09    0.35540E-09    0.46688E-09    0.39109E-14
  1061    0.10446E+04   -0.79555E+02    0.34046E-09   -0.79555E+02    0.27984E+02    0.46273E-09    0.34046E-09    0.46273E-09    0.38962E-14
  1062    0.10479E+04   -0.79721E+02    0.32583E-09   -0.79721E+02    0.27689E+02    0.45855E-09    0.32583E-09    0.45855E-09    0.38815E-14
  1063    0.10511E+04   -0.79859E+02    0.31152E-09   -0.79859E+02    0.27393E+02    0.45434E-09    0.31152E-09    0.45434E-09    0.38669E-14
  1064    0.10543E+04   -0.79982E+02    0.29751E-09   -0.79982E+02    0.27097E+02    0.45011E-09    0.29751E-09    0.45011E-09    0.38524E-14
  1065    0.10576E+04   -0.80077E+02    0.28381E-09   -0.80077E+02    0.26800E+02    0.44585E-09    0.28381E-09    0.44585E-09    0.38379E-14
  1066    0.10608E+04   -0.80143E+02    0.27042E-09   -0.80143E+02    0.26503E+02    0.44157E-09    0.27042E-09    0.44157E-09    0.38236E-14
  1067    0.10641E+04   -0.80181E+02    0.25732E-09   -0.80181E+02    0.26207E+02    0.43727E-09    0.25732E-09    0.43727E-09    0.38092E-14
  1068    0.10674E+04   -0.80197E+02    0.24453E-09   -0.80197E+02    0.25910E+02    0.43294E-09    0.24453E-09    0.43294E-09    0.37950E-14
  1069    0.10706E+04   -0.80199E+02    0.23203E-09   -0.80199E+02    0.25615E+02    0.42860E-09    0.23203E-09    0.42860E-09    0.37808E-14
  1070    0.10739E+04   -0.80173E+02    0.21983E-09   -0.80173E+02    0.25318E+02    0.42423E-09    0.21983E-09    0.42423E-09    0.37666E-14
  1071    0.10771E+04   -0.80118E+02    0.20792E-09   -0.80118E+02    0.25023E+02    0.41984E-09    0.20792E-09    0.41984E-09    0.37526E-14
  1072    0.10803E+04   -0.80035E+02    0.19630E-09   -0.80035E+02    0.24728E+02    0.41543E-09    0.19630E-09    0.41543E-09    0.37385E-14
  1073    0.10836E+04   -0.79930E+02    0.18497E-09   -0.79930E+02    0.24434E+02    0.41100E-09    0.18497E-09    0.41100E-09    0.37246E-14
  1074    0.10868E+04   -0.79804E+02    0.17392E-09   -0.79804E+02    0.24141E+02    0.40655E-09    0.17392E-09    0.40655E-09    0.37107E-14
  1075    0.10900E+04   -0.79658E+02    0.16317E-09   -0.79658E+02    0.23848E+02    0.40209E-09    0.16317E-09    0.40209E-09    0.36969E-14
  1076    0.10931E+04   -0.79482E+02    0.15269E-09   -0.79482E+02    0.23556E+02    0.39761E-09    0.15269E-09    0.39761E-09    0.36831E-14
  1077    0.10963E+04   -0.79294E+02    0.14249E-09   -0.79294E+02    0.23266E+02    0.39311E-09    0.14249E-09    0.39311E-09    0.36694E-14
  1078    0.10993E+04   -0.79061E+02    0.13257E-09   -0.79061E+02    0.22977E+02    0.38860E-09    0.13257E-09    0.38860E-09    0.36558E-14
  1079    0.11024E+04   -0.78823E+02    0.12293E-09   -0.78823E+02    0.22689E+02    0.38407E-09    0.12293E-09    0.38407E-09    0.36422E-14
  1080    0.11055E+04   -0.78564E+02    0.11356E-09   -0.78564E+02    0.22402E+02    0.37953E-09    0.11356E-09    0.37953E-09    0.36287E-14
  1081    0.11084E+04   -0.78276E+02    0.10446E-09   -0.78276E+02    0.22118E+02    0.37497E-09    0.10446E-09    0.37497E-09    0.36153E-14
  1082    0.11114E+04   -0.77968E+02    0.95630E-10   -0.77968E+02    0.21835E+02    0.37040E-09    0.95630E-10    0.37040E-09    0.36019E-14
  1083    0.11143E+04   -0.77639E+02    0.87068E-10   -0.77639E+02    0.21553E+02    0.36582E-09    0.87068E-10    0.36582E-09    0.35885E-14
  1084    0.11173E+04   -0.77289E+02    0.78770E-10   -0.77289E+02    0.21273E+02    0.36123E-09    0.78770E-10    0.36123E-09    0.35753E-14
  1085    0.11201E+04   -0.76910E+02    0.70734E-10   -0.76910E+02    0.20996E+02    0.35663E-09    0.70734E-10    0.35663E-09    0.35621E-14
  1086    0.11230E+04   -0.76526E+02    0.62959E-10   -0.76526E+02    0.20721E+02    0.35201E-09    0.62959E-10    0.35201E-09    0.35489E-14
  1087    0.11258E+04   -0.76099E+02    0.55443E-10   -0.76099E+02    0.20448E+02    0.34739E-09    0.55443E-10    0.34739E-09    0.35358E-14
  1088    0.11285E+04   -0.75665E+02    0.48182E-10   -0.75665E+02    0.20176E+02    0.34276E-09    0.48182E-10    0.34276E-09    0.35228E-14
  1089    0.11311E+04   -0.75204E+02    0.41176E-10   -0.75204E+02    0.19907E+02    0.33812E-09    0.41176E-10    0.33812E-09    0.35098E-14
  1090    0.11338E+04   -0.74737E+02    0.34421E-10   -0.74737E+02    0.19642E+02    0.33347E-09    0.34421E-10    0.33347E-09    0.34969E-14
  1091    0.11364E+04   -0.74234E+02    0.27916E-10   -0.74234E+02    0.19377E+02    0.32882E-09    0.27916E-10    0.32882E-09    0.34840E-14
  1092    0.11390E+04   -0.73718E+02    0.21658E-10   -0.73718E+02    0.19116E+02    0.32416E-09    0.21658E-10    0.32416E-09    0.34712E-14
  1093    0.11414E+04   -0.73181E+02    0.15645E-10   -0.73181E+02    0.18858E+02    0.31949E-09    0.15645E-10    0.31949E-09    0.34584E-14
  1094    0.11437E+04   -0.72632E+02    0.98752E-11   -0.72632E+02    0.18602E+02    0.31482E-09    0.98752E-11    0.31482E-09    0.34457E-14
  1095    0.11462E+04   -0.72069E+02    0.43464E-11   -0.72069E+02    0.18351E+02    0.31015E-09    0.43464E-11    0.31015E-09    0.34331E-14
  1096    0.11485E+04   -0.71478E+02   -0.94370E-12   -0.71478E+02    0.18100E+02    0.30547E-09   -0.94370E-12    0.30547E-09    0.34205E-14
  1097    0.11507E+04   -0.70867E+02   -0.59973E-11   -0.70867E+02    0.17854E+02    0.30079E-09   -0.59973E-11    0.30079E-09    0.34080E-14
  1098    0.11529E+04   -0.70242E+02   -0.10816E-10   -0.70242E+02    0.17611E+02    0.29611E-09   -0.10816E-10    0.29611E-09    0.33955E-14
  1099    0.11551E+04   -0.69605E+02   -0.15404E-10   -0.69605E+02    0.17372E+02    0.29143E-09   -0.15404E-10    0.29143E-09    0.33831E-14
  1100    0.11571E+04   -0.68947E+02   -0.19761E-10   -0.68947E+02    0.17137E+02    0.28675E-09   -0.19761E-10    0.28675E-09    0.33707E-14
  1101    0.11591E+04   -0.68274E+02   -0.23890E-10   -0.68274E+02    0.16904E+02    0.28206E-09   -0.23890E-10    0.28206E-09    0.33584E-14
  1102    0.11612E+04   -0.67584E+02   -0.27792E-10   -0.67584E+02    0.16675E+02    0.27738E-09   -0.27792E-10    0.27738E-09    0.33462E-14
  1103    0.11630E+04   -0.66879E+02   -0.31469E-10   -0.66879E+02    0.16449E+02    0.27270E-09   -0.31469E-10    0.27270E-09    0.33340E-14
  1104    0.11648E+04   -0.66158E+02   -0.34922E-10   -0.66158E+02    0.16229E+02    0.26802E-09   -0.34922E-10    0.26802E-09    0.33218E-14
  1105    0.11665E+04   -0.65423E+02   -0.38152E-10   -0.65423E+02    0.16011E+02    0.26334E-09   -0.38152E-10    0.26334E-09    0.33097E-14
  1106    0.11682E+04   -0.64673E+02   -0.41160E-10   -0.64673E+02    0.15797E+02    0.25867E-09   -0.41160E-10    0.25867E-09    0.32977E-14
  1107    0.11698E+04   -0.63910E+02   -0.43947E-10   -0.63910E+02    0.15587E+02    0.25400E-09   -0.43947E-10    0.25400E-09    0.32857E-14
  1108    0.11713E+04   -0.63133E+02   -0.46516E-10   -0.63133E+02    0.15380E+02    0.24933E-09   -0.46516E-10    0.24933E-09    0.32737E-14
  1109    0.11727E+04   -0.62342E+02   -0.48866E-10   -0.62342E+02    0.15176E+02    0.24466E-09   -0.48866E-10    0.24466E-09    0.32619E-14
  1110    0.11740E+04   -0.61539E+02   -0.50999E-10   -0.61539E+02    0.14978E+02    0.24000E-09   -0.50999E-10    0.24000E-09    0.32500E-14
  1111    0.11753E+04   -0.60724E+02   -0.52916E-10   -0.60724E+02    0.14784E+02    0.23534E-09   -0.52916E-10    0.23534E-09    0.32382E-14
  1112    0.11766E+04   -0.59897E+02   -0.54619E-10   -0.59897E+02    0.14594E+02    0.23068E-09   -0.54619E-10    0.23068E-09    0.32265E-14
  1113    0.11776E+04   -0.59057E+02   -0.56109E-10   -0.59057E+02    0.14410E+02    0.22603E-09   -0.56109E-10    0.22603E-09    0.32148E-14
  1114    0.11786E+04   -0.58207E+02   -0.57387E-10   -0.58207E+02    0.14228E+02    0.22139E-09   -0.57387E-10    0.22139E-09    0.32032E-14
  1115    0.11796E+04   -0.57347E+02   -0.58454E-10   -0.57347E+02    0.14051E+02    0.21675E-09   -0.58454E-10    0.21675E-09    0.31916E-14
  1116    0.11806E+04   -0.56476E+02   -0.59311E-10   -0.56476E+02    0.13879E+02    0.21212E-09   -0.59311E-10    0.21212E-09    0.31801E-14
  1117    0.11813E+04   -0.55595E+02   -0.59960E-10   -0.55595E+02    0.13712E+02    0.20750E-09   -0.59960E-10    0.20750E-09    0.31686E-14
  1118    0.11820E+04   -0.54704E+02   -0.60402E-10   -0.54704E+02    0.13550E+02    0.20288E-09   -0.60402E-10    0.20288E-09    0.31572E-14
  1119    0.11827E+04   -0.53805E+02   -0.60637E-10   -0.53805E+02    0.13391E+02    0.19827E-09   -0.60637E-10    0.19827E-09    0.31458E-14
  1120    0.11833E+04   -0.52897E+02   -0.60669E-10   -0.52897E+02    0.13238E+02    0.19366E-09   -0.60669E-10    0.19366E-09    0.31345E-14
  1121    0.11838E+04   -0.51979E+02   -0.60496E-10   -0.51979E+02    0.13089E+02    0.18907E-09   -0.60496E-10    0.18907E-09    0.31232E-14
  1122    0.11842E+04   -0.51055E+02   -0.60121E-10   -0.51055E+02    0.12945E+02    0.18448E-09   -0.60121E-10    0.18448E-09    0.31120E-14
  1123    0.11844E+04   -0.50124E+02   -0.59545E-10   -0.50124E+02    0.12806E+02    0.17990E-09   -0.59545E-10    0.17990E-09    0.31008E-14
  1124    0.11847E+04   -0.49185E+02   -0.58769E-10   -0.49185E+02    0.12671E+02    0.17533E-09   -0.58769E-10    0.17533E-09    0.30896E-14
  1125    0.11848E+04   -0.48240E+02   -0.57795E-10   -0.48240E+02    0.12542E+02    0.17078E-09   -0.57795E-10    0.17078E-09    0.30786E-14
  1126    0.11848E+04   -0.47289E+02   -0.56623E-10   -0.47289E+02    0.12417E+02    0.16623E-09   -0.56623E-10    0.16623E-09    0.30675E-14
  1127    0.11848E+04   -0.46332E+02   -0.55255E-10   -0.46332E+02    0.12297E+02    0.16169E-09   -0.55255E-10    0.16169E-09    0.30565E-14
  1128    0.11847E+04   -0.45371E+02   -0.53691E-10   -0.45371E+02    0.12183E+02    0.15716E-09   -0.53691E-10    0.15716E-09    0.30456E-14
  1129    0.11845E+04   -0.44404E+02   -0.51934E-10   -0.44404E+02    0.12074E+02    0.15264E-09   -0.51934E-10    0.15264E-09    0.30347E-14
  1130    0.11841E+04   -0.43434E+02   -0.49985E-10   -0.43434E+02    0.11969E+02    0.14814E-09   -0.49985E-10    0.14814E-09    0.30238E-14
  1131    0.11838E+04   -0.42461E+02   -0.47843E-10   -0.42461E+02    0.11869E+02    0.14365E-09   -0.47843E-10    0.14365E-09    0.30130E-14
  1132    0.11833E+04   -0.41483E+02   -0.45512E-10   -0.41483E+02    0.11775E+02    0.13917E-09   -0.45512E-10    0.13917E-09    0.30023E-14
  1133    0.11827E+04   -0.40503E+02   -0.42992E-10   -0.40503E+02    0.11686E+02    0.13470E-09   -0.42992E-10    0.13470E-09    0.29916E-14
  1134    0.11820E+04   -0.39521E+02   -0.40284E-10   -0.39521E+02    0.11602E+02    0.13025E-09   -0.40284E-10    0.13025E-09    0.29809E-14
  1135    0.11813E+04   -0.38536E+02   -0.37390E-10   -0.38536E+02    0.11522E+02    0.12581E-09   -0.37390E-10    0.12581E-09    0.29703E-14
  1136    0.11804E+04   -0.37551E+02   -0.34310E-10   -0.37551E+02    0.11449E+02    0.12138E-09   -0.34310E-10    0.12138E-09    0.29597E-14
  1137    0.11795E+04   -0.36564E+02   -0.31046E-10   -0.36564E+02    0.11379E+02    0.11697E-09   -0.31046E-10    0.11697E-09    0.29492E-14
  1138    0.11785E+04   -0.35577E+02   -0.27599E-10   -0.35577E+02    0.11317E+02    0.11257E-09   -0.27599E-10    0.11257E-09    0.29387E-14
  1139    0.11775E+04   -0.34588E+02   -0.23971E-10   -0.34588E+02    0.11257E+02    0.10819E-09   -0.23971E-10    0.10819E-09    0.29283E-14
  1140    0.11763E+04   -0.33601E+02   -0.20162E-10   -0.33601E+02    0.11205E+02    0.10382E-09   -0.20162E-10    0.10382E-09    0.29179E-14
  1141    0.11750E+04   -0.32614E+02   -0.16174E-10   -0.32614E+02    0.11156E+02    0.99473E-10   -0.16174E-10    0.99473E-10    0.29076E-14
  1142    0.11737E+04   -0.31629E+02   -0.12007E-10   -0.31629E+02    0.11113E+02    0.95139E-10   -0.12007E-10    0.95139E-10    0.28973E-14
  1143    0.11723E+04   -0.30646E+02   -0.76644E-11   -0.30646E+02    0.11075E+02    0.90822E-10   -0.76644E-11    0.90822E-10    0.28870E-14
  1144    0.11706E+04   -0.29665E+02   -0.31459E-11   -0.29665E+02    0.11041E+02    0.86522E-10   -0.31459E-11    0.86522E-10    0.28768E-14
  1145    0.11691E+04   -0.28686E+02    0.15471E-11   -0.28686E+02    0.11014E+02    0.82240E-10    0.15471E-11    0.82240E-10    0.28666E-14
  1146    0.11674E+04   -0.27710E+02    0.64132E-11   -0.27710E+02    0.10991E+02    0.77976E-10    0.64132E-11    0.77976E-10    0.28565E-14
  1147    0.11656E+04   -0.26738E+02    0.11451E-10   -0.26738E+02    0.10974E+02    0.73730E-10    0.11451E-10    0.73730E-10    0.28464E-14
  1148    0.11637E+04   -0.25769E+02    0.16660E-10   -0.25769E+02    0.10961E+02    0.69503E-10    0.16660E-10    0.69503E-10    0.28364E-14
  1149    0.11618E+04   -0.24806E+02    0.22038E-10   -0.24806E+02    0.10954E+02    0.65294E-10    0.22038E-10    0.65294E-10    0.28264E-14
  1150    0.11598E+04   -0.23847E+02    0.27585E-10   -0.23847E+02    0.10952E+02    0.61106E-10    0.27585E-10    0.61106E-10    0.28164E-14
  1151    0.11577E+04   -0.22893E+02    0.33298E-10   -0.22893E+02    0.10954E+02    0.56937E-10    0.33298E-10    0.56937E-10    0.28065E-14
  1152    0.11555E+04   -0.21944E+02    0.39173E-10   -0.21944E+02    0.10962E+02    0.52789E-10    0.39173E-10    0.52789E-10    0.27966E-14
  1153    0.11533E+04   -0.21003E+02    0.45205E-10   -0.21003E+02    0.10975E+02    0.48660E-10    0.45205E-10    0.48660E-10    0.27868E-14
  1154    0.11509E+04   -0.20066E+02    0.51388E-10   -0.20066E+02    0.10993E+02    0.44552E-10    0.51388E-10    0.44552E-10    0.27770E-14
  1155    0.11485E+04   -0.19137E+02    0.57718E-10   -0.19137E+02    0.11016E+02    0.40465E-10    0.57718E-10    0.40465E-10    0.27673E-14
  1156    0.11460E+04   -0.18215E+02    0.64190E-10   -0.18215E+02    0.11043E+02    0.36397E-10    0.64190E-10    0.36397E-10    0.27576E-14
  1157    0.11434E+04   -0.17300E+02    0.70797E-10   -0.17300E+02    0.11075E+02    0.32351E-10    0.70797E-10    0.32351E-10    0.27479E-14
  1158    0.11408E+04   -0.16393E+02    0.77536E-10   -0.16393E+02    0.11113E+02    0.28325E-10    0.77536E-10    0.28325E-10    0.27383E-14
  1159    0.11381E+04   -0.15494E+02    0.84400E-10   -0.15494E+02    0.11155E+02    0.24320E-10    0.84400E-10    0.24320E-10    0.27287E-14
  1160    0.11352E+04   -0.14606E+02    0.91386E-10   -0.14606E+02    0.11202E+02    0.20336E-10    0.91386E-10    0.20336E-10    0.27191E-14
  1161    0.11324E+04   -0.13724E+02    0.98487E-10   -0.13724E+02    0.11254E+02    0.16374E-10    0.98487E-10    0.16374E-10    0.27096E-14
  1162    0.11295E+04   -0.12853E+02    0.10570E-09   -0.12853E+02    0.11310E+02    0.12432E-10    0.10570E-09    0.12432E-10    0.27002E-14
  1163    0.11264E+04   -0.11992E+02    0.11301E-09   -0.11992E+02    0.11371E+02    0.85121E-11    0.11301E-09    0.85121E-11    0.26907E-14
